"Data";"Instituição";"Numero";"Modalidade";"Objeto";"Data/Hora Realização";"Valor Referência";"Situação";"Aviso";"Anexos";"Vencedores \ Contratos"
"02/01/2014";"FMS";"002/2014";"Inexigibilidade";"CONTRATAÇÃO DE EMPRESA PARA MANUTENÇÃO DA CENTRAL DE REGULAÇÃO AGENDAMENTO DE CONSULTAS MARCAÇÃO E EXAMES VIA INTERNET, REDE MUNDIAL DE ÁREA, 24H POR DIA, 7 DIAS POR SEMANA, PARA SER UTILIZADA EM TODA REGIONAL";"";"";"Concluído";"";"";""
"10/01/2014";"FMS";"002/2014";"Dispensa";"LOCAÇÃO DE UM IMÓVEL, SITUADO NA RUA ENOQUE AMORIM Nº 189, HORTA, NESTE MUNICÍPIO, PARA ABRIGAR MÉDICOS QUE ESTÃO INSERIDOS NO PROGRAMA FEDERAL MAIS MÉDICOS";"";"";"Concluído";"";"";""
"16/05/2014";"PML";"002/2014";"Tomada de Preços";"Contratação de empresa(s) especializada(s) para executar serviços de construção de sistema de esgotamento sanitário e instalação do padrão de entrada das creches Ademar de Carvalho e Lourival Batista no Município de Lagarto, Estado de Sergipe";"";"";"Concluído";"";"";""
"08/01/2014";"PML";"002/2014";"Pregão Presencial";"Contratação de empresa especializada para prestação de serviços de emissão de bilhetes eletrônicos (e-ticket) de passagens aéreas nacionais e internacionais para a Prefeitura Municipal de Lagarto, na conforme Anexo I - Termo de Referência, parte integrante do Edital.";"";"";"Concluído";"";"";""
"03/01/2014";"PML";"002/2014";"Dispensa";"LOCAÇÃO DE UM IMÓVEL LOCALIZADO NO POVOADO BRASÍLIA ONDE DEVERA FUNCIONAR UM POSTO DE CORREIOS";"";"";"Concluído";"";"";""
"20/03/2014";"FMAS";"002/2014";"Pregão Presencial";"Contratação de empresa para o fornecimento de peixes congelados, tipo castanha, a serem distribuídos as famílias carentes na Semana Santa, conforme Anexo I - Termo de Referência, parte integrante do Edital.";"";"";"Concluído";"";"";""
"04/06/2014";"FMAS";"002/2014";"Dispensa";"PRESTAÇÃO DE SERVIÇOS NA LAVAGEM DE VEÍCULOS AUTOMOTORES DE USO DA SECRETARIA MUNICIPAL DE DEN. SOCIAL E DO TRABALHO E DO PROGRAMA BOLSA FAMÍLIA";"";"";"Concluído";"";"";""
"06/01/2014";"FMS";"002/2014";"Pregão Presencial";"Contratação de empresa especializada para a prestação de serviço de locação de cilindro com abastecimento de gases medicinais envasados, bem como, locação de equipamento para oxigenoterapia e concentrador de oxigênio para atender as necessidades desta secretaria no exercício de 2014, conforme especificações técnicas constantes do Anexo I deste Edital.";"";"";"Concluído";"";"";""
"02/01/2014";"FMAS";"002/2014";"Inexigibilidade";"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE LICENÇA DE USO DE SISTEMA PARA INFORMAÇÃO DAS ÁREAS DE CONTABILIDADE,PLANEJAMENTO, TESOURARIA E CONTROLE INTERNO";"";"";"Concluído";"";"";""
"13/02/2014";"FMS";"002/2014";"Tomada de Preços";"contratação de empresa especializada no ramo da construção civil, para ampliação do Posto de Saúde Maria do Carmo, no Município de Lagarto, Estado de Sergipe";"";"";"Concluído";"";"";""
"04/01/2013";"FMS";"002/2013";"Dispensa";"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE COMBUSTÍVEIS E ÓLEO DIESEL.";"";"";"Concluído";"";"";""
"02/01/2013";"FMS";"002/2013";"Inexigibilidade";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE PROGRAMAS (INCLUINDO INSTALAÇÃO, TREINAMENTO, MANUTENÇÃO E O SUPORTE TÉCNICO), NA VERSÃO WINDOWS, ENVOLVENDO AS ÁREAS DE ACORDO COM A PROPOSTA APRESENTADA PELA CONTRATADA";"";"";"Concluído";"";"";""
"20/05/2013";"PML";"002/2013";"Tomada de Preços";"Contratação de Empresa Especializada para Elaboração de Estudos e Projetos para Urbanização do Jardim Campo Novo no Município de Lagarto/SE.";"";"";"Concluído";"";"";""
"28/11/2013";"PML";"002/2013";"Concorrência";"Contratação de Agência de Propaganda para a prestação de serviços de publicidade, assim compreendidos: o conjunto de atividades realizadas integradamente que tenham por objetivo o estudo, o planejamento, a conceituação, a concepção, a criação, a execução interna, a intermediação e a supervisão da execução externa e a distribuição de publicidade aos veículos e demais meios de divulgação, com a finalidade de difundir ideias ou informar o público em geral através de ações e campanhas  informativas, educativas e de orientação social, nos termos do artigo 37, §1º da Constituição da República Federativa do Brasil de 1988, detalhados nos Briefing e na forma do Termo Referencial - Anexos I e II do edital.";"";"";"Concluído";"";"";""
"12/11/2013";"PML";"002/2013";"Chamada Pública";"Seleção de empresa especializada no ramo de frigorífico para a implantação do frigorífico do município de Lagarto, conforme detalhamentos constantes dos anexos e demais condições estabelecidas no Edital.";"";"";"Concluído";"";"";""
"14/03/2013";"FMS";"002/2013";"Pregão Presencial";"Contratação de empresa para o fornecimento de pneus e câmaras de ar para atender a frota dos veículos do Fundo Municipal de Saúde,durante o exercício de 2013, conforme especificações constante no Termo de Referência I.";"";"";"Concluído";"";"";""
"02/01/2013";"FMAS";"002/2013";"Dispensa";"LOCAÇÃO DE UM IMÓVEL, SITUADO A AVENIDA ZACARIAS JUNIOR, Nº 518, BAIRRO CENTRO, NESTE MUNICÍPIO, PARA O FUNCIONAMENTO DO ANEXO AO CONSELHO TUTELAR.";"";"";"Concluído";"";"";""
"02/01/2013";"PML";"002/2013";"Dispensa";"LOCAÇÃO DE UM IMÓVEL, SITUADO NA TV. PASTOR PEREIRA, 56, BAIRRO EXPOSIÇÃO, LAGARTO/SE, ONDE FUNCIONARÁ UMA PEQUENA FABRICA DE DERIVADOS DA MANDIOCA.";"";"";"Concluído";"";"";""
"09/01/2013";"FMAS";"002/2013";"Inexigibilidade";"LOCAÇÃO DE LICENÇA DE USO DE SISTEMA PARA INFORMATIZAÇÃO MUNICIPAL DA ÁREA DE CONTABILIDADE E PORTAL DA TRANSPARÊNCIA. ";"";"";"Concluído";"";"";""
"13/11/2013";"PML";"002/2013";"Leilão";"A PREFEITURA MUNICIPAL DE LAGARTO, através de leiloeiro oficial, realizará leilão de materiais inservíveis, sucatas e veículos da Administração, conforme discriminados nos ANEXO I e II do Edital. ";"";"";"Concluído";"";"";""
"26/03/2013";"PML";"002/2013";"Pregão Presencial";"Contratação de empresa especializada para elaboração de projetos de pavimentação e drenagem da Estrada de acesso ao Povoado Santo Antônio via Pratas e Estrada do Bairro Vermelho, acesso ao Parque do Saboeiro–Serra da Miaba, no município de Lagarto/SE, conforme detalhamentos constantes do Termo de Referência - Anexo I do Edital.";"";"";"Concluído";"";"";""
"09/01/2013";"PML";"002/2013";"Inexigibilidade";"SERVIÇOS LOCAÇÃO DE LICENÇA DE USO DE SISTEMA PARA INFORMATIZAÇÃO MUNICIPAL DA ÁREA DE CONTABILIDADE, ALMOXARIFADO, PATRIMÔNIO, COMPRAS E LICITAÇÕES, E PORTAL DA TRANSPARÊNCIA";"";"";"Concluído";"";"";""
"05/04/2013";"FMAS";"002/2013";"Pregão Presencial";"Contratação de empresa para o fornecimento parcelado de água mineral e botijão de gás GLP 13 kg, para atender as necessidades da Secretaria Municipal de Desenvolvimento Social e do Trabalho, conforme Anexo I - Termo de Referência, parte integrante do Edital.";"";"";"Concluído";"";"";""
"03/05/2017";"FMS";"001/2017";"Chamada Pública";"Chamamento de pessoas jurídicas prestadoras de Serviços de Saúde que serão prestados aos usuários SUS, nas áreas, diagnóstico em imagem e exames radiologia, ultrassonografia, mamografias, eletrocardiograma, endoscopia  e demais procedimentos descritos nos anexos deste Edital, editados pelo Ministério da Saúde (MS)";"";"";"Em Andamento";"";"";""
"29/03/2016";"FMS";"001/2016";"Tomada de Preços";"contratação de empresa especializada para execução de serviços de Construção de Unidade Básica de Saúde Tipo I, no Bairro Cidade Nova, no Município de Lagarto/SE, conforme Projeto Básico/Material Técnico – Anexo I do Edital.";"";"";"Concluído";"";"";""
"20/01/2016";"PML";"001/2016";"Concorrência";"Outorga de Concessão de uso de áreas para construção e instalação de 04 (quatro) quiosques para exploração comercial de lanchonetes  no calçadão  da  Avenida José Josué da Silva - Centro, Lagarto/SE";"";"";"Concluído";"";"";""
"11/01/2016";"PML";"001/2016";"Tomada de Preços";"Contratação de empresa para a execução das obras de construção da Praça Santa Terezinha, no município de Lagarto/SE, conforme Projeto Básico e Material Técnico – Anexo I deste Edital";"";"";"Concluído";"";"";""
"04/01/2016";"FMS";"001/2016";"Inexigibilidade";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE PROGRAMAS (INCLUINDO INSTALAÇÃO, TREINAMENTO, IMPLANTAÇÃO E O SUPORTE TÉCNICO), NA VERSÃO WINDOWS, ENVOLVENDO AS ÁREAS DE ACORDO COM A PROPOSTA APRESENTADA PELA CONTRATADA";"";"";"Concluído";"";"";""
"05/01/2016";"PML";"001/2016";"Inexigibilidade";"CONTRATAÇÃO DE EMPRESA PRESTADORA DE SERVIÇOS DE CONSULTORIA E ASSESSORIA TÉCNICA ESPECIALIZADA NA ÁREA DE CONTABILIDADE PUBLICA LEGISLAÇÃO ORÇAMENTARIA E NORMAS GERAIS DE FINANÇAS PUBLICAS";"";"";"Concluído";"";"";""
"05/01/2016";"FMAS";"001/2016";"Inexigibilidade";"CONTRATAÇÃO DE EMPRESA PRESTADORA DE SERVIÇOS DE CONSULTORIA E ASSESSORIA TÉCNICA ESPECIALIZADA NA ÁREA DE CONTABILIDADE PUBLICA LEGISLAÇÃO ORÇAMENTÁRIA E NORMAS GERAIS";"";"";"Concluído";"";"";""
"13/01/2016";"FMAS";"001/2016";"Pregão Presencial";"Registro de Preços para o futuro fornecimento parcelado de urnas funerárias com e sem translado,                                             conforme especificações do Termo de Referência – Anexo I do Edital.";"";"";"Concluído";"";"";""
"20/01/2016";"PML";"001/2016";"Pregão Presencial";"Registro de preços para o fornecimento parcelado de peças, baterias e serviços destinados à manutenção dos veículos leves e pesados das frotas da Prefeitura Municipal de Lagarto/SE e da Secretaria Municipal do Desenvolvimento Social e do Trabalho-SEDEST/Fundo Municipal de Assistência Social – FMAS";"";"";"Concluído";"";"";""
"25/01/2016";"FMAS";"001/2016";"Tomada de Preços";"Contratação de empresa especializada para a execução da obra de construção do Abrigo Social Girassol, no município de Lagarto/SE, conforme Projeto Básico e Material Técnico – Anexo I do Edital";"";"";"Concluído";"";"";""
"26/01/2016";"FMS";"001/2016";"Pregão Presencial";"Contratação de empresa para o fornecimento parcelado de medicamentos de referência, genérico e similar para doação à população carente do município de Lagarto/SE com base na Tabela de Preços de “A”a “Z” da ABCFARMA/GUIA DA FARMÁCIA, conforme especificações contidas no ANEXO I – TERMO DE REFERENCIA.";"";"";"Concluído";"";"";""
"13/01/2016";"PML";"001/2016";"Chamada Pública";"Aquisição de  hortifrutigranjeiros da Agricultura Familiar  e  do  Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação                                                             Escolar – PNAE  no Município de Lagarto/SE";"";"";"Concluído";"";"";""
"21/03/2016";"PML";"001/2016";"Dispensa";"LOCAÇÃO DE IMÓVEL LOCALIZADO NO POVOADO CRIOULO S/N ONDE FUNCIONARA O PROGRAMA MAIS EDUCAÇÃO";"";"";"Concluído";"";"";""
"12/01/2016";"FMS";"001/2016";"Dispensa";"Contratação de empresa especializada em serviços de manutenção preventiva de ar condicionado e instalação, com o objetivo de atender o Fundo Municipal de Saúde, bem como das unidades de saúde vinculadas.";"";"";"Concluído";"";"";""
"18/05/2015";"FMS";"001/2015";"Concorrência";"Contratação de empresa especializada para a construção do Centro Especializado em Reabilitação Tipo III - CER III (físico, intelectual e auditivo) no Município de Lagarto/SE";"";"";"Concluído";"";"";""
"06/01/2015";"FMS";"001/2015";"Inexigibilidade";"CONTRATAÇÃO DE EMPRESA PARA MANUTENÇÃO DA CENTRAL DE REGULAÇÃO AGENDAMENTO DE CONSULTAS MARCAÇÃO E EXAMES VIA INTERNET, REDE MUNDIAL DE ÁREA, 24H POR DIA, 7 DIAS POR SEMANA, PARA SER UTILIZADA EM TODA REGIONAL LAGARTO/SE";"";"";"Concluído";"";"";""
"15/01/2015";"FMS";"001/2015";"Pregão Presencial";"A presente licitação tem como objeto a contratação de empresa visando a prestação de serviços de impressos gráficos destinados aos programas deste Fundo Municipal de Saúde e demais unidades vinculadas no exercício em vigor, conforme especificações constantes no Anexo I deste Edital.";"";"";"Concluído";"";"";""
"16/12/2015";"PML";"001/2015";"Leilão";"Leilão dos veículos apreendidos pela – DTTU, conforme discriminados no ANEXO ÚNICO do Edital";"";"";"Concluído";"";"";""
"05/01/2015";"FMAS";"001/2015";"Inexigibilidade";"CONTRATAÇÃO DE EMPRESA PRESTADORA DE SERVIÇOS DE CONSULTORIA E ASSESSORIA TÉCNICA ESPECIALIZADA NA ÁREA DE CONTABILIDADE PUBLICA ";"";"";"Concluído";"";"";""
"18/05/2015";"PML";"001/2015";"Concorrência";"Contratação de empresa especializada para a construção do Centro de Iniciação ao Esporte – Modelo III no Município de Lagarto/SE";"";"";"Concluído";"";"";""
"27/03/2015";"FMS";"001/2015";"Tomada de Preços";"Contratação de empresa especializada no ramo da construção civil, para construção de uma Clínica de Saúde na Família – 4 Equipes, no Alto da Boa Vista, no município de Lagarto, Estado de Sergipe";"";"";"Concluído";"";"";""
"06/03/2015";"PML";"001/2015";"Chamada Pública";"Contratação de empresa para o fornecimento parcelado de hortifrutigranjeiros para a merenda escolar da Prefeitura Municipal e SEDEST, de acordo com as especificações, quantitativos e valores de referência - Anexo II do Edital";"";"";"Concluído";"";"";""
"02/03/2015";"FMS";"001/2015";"Chamada Pública";"Chamamento de pessoas jurídicas prestadoras de Serviços de Saúde que serão prestados aos usuários SUS, nas áreas, diagnóstico em imagem e exames radiologia, ultrassonografia, mamografias, eletroencefalograma, ecodardiografia  e demais procedimentos descritos nos anexos deste Edital, editados pelo Ministério da Saúde (MS).";"";"";"Concluído";"";"";""
"20/02/2015";"PML";"001/2015";"Tomada de Preços";"Serviços de reforma e modernização da Av. Valter Franco, Bairro Centro, no Município de Lagarto/SE.";"";"";"Concluído";"";"";""
"14/01/2015";"FMAS";"001/2015";"Pregão Presencial";"Aquisição de um veículo tipo ônibus adaptado para unidade móvel, visando atender as ações do projeto “Bolsa Itinerante – O Bolsa Família mais próximo de você”, conforme especificações detalhadas no Termo de Referência";"";"";"Concluído";"";"";""
"09/01/2015";"PML";"001/2015";"Pregão Presencial";"REGISTRO DE PREÇOS objetivando a aquisição de bombas, peças de reposição  e  a prestação de serviços de manutenção corretiva e preventiva  dos  poços artesianos e quadros de comandos deste Município";"";"";"Concluído";"";"";""
"05/01/2015";"PML";"001/2015";"Inexigibilidade";"CONTRATAÇÃO DE EMPRESA PRESTADORA DE SERVIÇOS DE CONSULTORIA E ASSESSORIA TÉCNICA ERPAC";"";"";"Concluído";"";"";""
"06/02/2015";"FMS";"001/2015";"Dispensa";"LOCAÇÃO DE IMÓVEL SITUADO NO POVOADO GAMELEIRO, NESTA MUNICIPALIDADE, ONDE FUNCIONARÁ A UNIDADE DE SAÚDE DA FAMÍLIA, VINCULADA A SECRETARIA MUNICIPAL DE SAÚDE";"";"";"Concluído";"";"";""
"13/02/2014";"FMS";"001/2014";"Tomada de Preços";"contratação de empresa especializada no ramo da construção civil, para ampliação da UBS Edith Kluppe Mendes, localizada no Povoado Crioulo, no Município de Lagarto, Estado de Sergipe.";"";"";"Concluído";"";"";""
"27/01/2014";"PML";"001/2014";"Chamada Pública";"Aquisição de Gêneros Alimentícios Perecíveis e Hortifrutigranjeiros da Agricultura Familiar para a alimentação dos alunos da rede municipal de ensino, conforme especificações constantes do Anexo II do Edital.";"";"";"Concluído";"";"";""
"02/01/2014";"FMS";"001/2014";"Inexigibilidade";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE PROGRAMAS (INCLUINDO INSTALAÇÃO, TREINAMENTO, IMPLANTAÇÃO E O SUPORTE TÉCNICO), NA VERSÃO WINDOWS, ENVOLVENDO AS ÁREAS DE ACORDO COM A PROPOSTA APRESENTADA";"";"";"Concluído";"";"";""
"04/06/2014";"FMAS";"001/2014";"Chamada Pública";"Aquisição de Gêneros Alimentícios Perecíveis e Hortifrutigranjeiros da Agricultura Familiar para atender as necessidades do Fundo Municipal de Assistência Social conforme o Anexo II do Edital.";"";"";"Concluído";"";"";""
"21/05/2014";"FMS";"001/2014";"Chamada Pública";"Convocação da Planária por segmentos representativos para eleição do Conselho Municipal de Saúde de Lagarto/SE.";"";"";"Concluído";"";"";""
"02/01/2014";"FMAS";"001/2014";"Inexigibilidade";"EMPRESA PRESTADORA DE SERVIÇOS DE CONSULTORIA E ASSESSORIA TÉCNICA ESPECIALIZADA NA ÁREA DE CONTABILIDADE PÚBLICA";"";"";"Concluído";"";"";""
"06/01/2014";"FMS";"001/2014";"Pregão Presencial";"Contratação de empresa para o fornecimento parcelado de medicamentos, listados na revista do ABC FARMA, com pronta entrega para o exercício de 2014, conforme especificações contidas no ANEXO I – TERMO DE REFERENCIA.";"";"";"Concluído";"";"";""
"02/01/2014";"PML";"001/2014";"Dispensa";"FORNECIMENTO EM CARÁTER EMERGENCIAL DE DERIVADOS DE PETRÓLEO, TAIS COMO GASOLINA COMUM E ÓLEO DIESEL S 500 PARA O ABASTECIMENTO DOS VEÍCULOS";"";"";"Concluído";"";"";""
"02/01/2014";"PML";"001/2014";"Inexigibilidade";"CONTRATAÇÃO DE EMPRESA PRESTADORA DE SERVIÇO ERPAC";"";"";"Concluído";"";"";""
"06/03/2014";"FMAS";"001/2014";"Dispensa";"LOCAÇÃO DE IMÓVEL – PROJOVEM – CASA DA MÚSICA";"";"";"Concluído";"";"";""
"07/01/2014";"PML";"001/2014";"Pregão Presencial";"contratação centralizada de Instituição Financeira para prestação de serviços bancários à Administração Direta e Indireta do Poder Executivo do Município de Lagarto, o pagamento da folha de salários dos servidores ativos, inativos e pensionistas da Administração Direta, bem como, quando houver, com anuência da Administração Autárquica e Fundacional do Poder Executivo, das Empresas Públicas, Sociedades de Economia Mista e das empresas dependentes; os serviços de pagamento aos beneficiários de eventuais Programas Sociais e Auxílios do Município,";"";"";"Concluído";"";"";""
"19/02/2014";"FMAS";"001/2014";"Pregão Presencial";"Contratação de empresa especializada no fornecimento de alimentação diária do tipo Bolos, quentinhas, salgadinhos, docinhos, e refrigerantes para atender a Secretaria Municipal do Desenvolvimento Social e do Trabalho, durante o exercício em vigor.";"";"";"Concluído";"";"";""
"22/01/2014";"PML";"001/2014";"Tomada de Preços";"Contratação de empresa(s) especializada(s) no ramo da construção civil, para construção de duas coberturas de quadras esportivas pequenas, situadas nas Escolas Monsenhor Daltro (Colônia Treze) e José Antônio (B. São José) no Município de Lagarto, Estado de Sergipe.";"";"";"Concluído";"";"";""
"10/01/2014";"FMS";"001/2014";"Dispensa";"LOCAÇÃO DE UM IMÓVEL, SITUADO NA AV. CONTORNO, 4006, ZONA RURAL, NESTE MUNICÍPIO, PARA ABRIGAR MÉDICOS QUE ESTÃO INSERIDOS NO PROGRAMA FEDERAL MAIS MÉDICOS";"";"";"Concluído";"";"";""
"02/01/2013";"PML";"001/2013";"Inexigibilidade";"PRESTAÇÃO DE SERVIÇOS DE ASSESSORIA E CONSULTORIA TÉCNICA ESPECIALIZADA NA ÁREA DE CONTABILIDADE PÚBLICA. ERPAC";"";"";"Concluído";"";"";""
"26/11/2013";"FMS";"001/2013";"Tomada de Preços";"Contratação de empresa especializada em obras e serviços de engenharia para Construção de 01 (uma) Academia da Saúde, Ampliação da UBS Edith Mendes e Ampliação do Centro de Saúde Maria do Carmo.";"";"";"Concluído";"";"";""
"04/02/2013";"FMAS";"001/2013";"Inexigibilidade";"PRESTAÇÃO DE SERVIÇOS DE ASSESSORIA E CONSULTORIA TÉCNICA ESPECIALIZADA NA ÁREA DE CONTABILIDADE PÚBLICA. ERPAC";"";"";"Concluído";"";"";""
"12/03/2013";"FMAS";"001/2013";"Pregão Presencial";"Contratação de empresa para o fornecimento de peixes congelados, tipo castanha, a serem distribuídos as famílias carentes na Semana Santa, conforme Anexo I - Termo de Referência, parte integrante do Edital.";"";"";"Concluído";"";"";""
"02/01/2013";"PML";"001/2013";"Dispensa";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA EXECUÇÃO DOS SERVIÇOS DE LIMPEZA, CONSERVAÇÃO DE VIAS PUBLICAS";"";"";"Concluído";"";"";""
"04/01/2013";"FMS";"001/2013";"Dispensa";"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE QUENTINHAS, A FIM DE SUPRIR AS NECESSIDADES SUPRIMENTO DAS UNIDADES DE ATENDIMENTO DE SAÚDE E DO FUNDO MUNICIPAL DE SAÚDE DURANTE O EXERCÍCIO 2013";"";"";"Concluído";"";"";""
"11/12/2013";"FMS";"001/2013";"Chamada Pública";"Suspensão da realização da eleição do Conselho Municipal, tendo em vista uma revisão e estudo que será feita na lei Municipal nº 387/2011.";"";"";"Concluído";"";"";""
"16/04/2013";"PML";"001/2013";"Tomada de Preços";"Contratação de empresa especializada em obras e serviços de engenharia para a construção de uma quadra esportiva coberta na Escola Municipal João Pedro de Araújo, localizada no Povoado Jenipapo, Lagarto, Estado de Sergipe.";"";"";"Concluído";"";"";""
"02/01/2013";"FMAS";"001/2013";"Dispensa";"LOCAÇÃO DE UM IMÓVEL, SITUADO A RUA HIPÓLITO SANTOS, Nº 148, BAIRRO CENTRO. ";"";"";"Concluído";"";"";""
"14/03/2013";"FMS";"001/2013";"Pregão Presencial";"Contratação de empresa para o fornecimento de combustíveis automotivos -gasolina comum, óleo diesel e lubrificantes destinados aos veículos do Fundo Municipal de Saúde,durante o exercício de 2013, conforme especificações constante no Termo de Referência e no Anexo II.";"";"";"Concluído";"";"";""
"13/11/2013";"PML";"001/2013";"Leilão";"Realizará leilão dos veículos apreendidos pelo Departamento de Transito e Transportes Urbanos – DTTU, conforme discriminados no ANEXO ÚNICO do Edital. ";"";"";"Concluído";"";"";""
"14/03/2013";"PML";"001/2013";"Pregão Presencial";"Contratação de empresa especializada no fornecimento de alimentação diária (café, almoço, jantar e quentinha), salgados, bolos e refrigerantes para atender as Secretarias Municipais, durante o exercício em vigor, conforme Anexo I - Termo de Referência, parte integrante do Edital.";"";"";"Concluído";"";"";""
"02/01/2013";"FMS";"001/2013";"Inexigibilidade";"CONTRATAÇÃO DE EMPRESA PRESTADORA DE SERVIÇOS DE ASSESSORIA E CONSULTORIA TÉCNICA ESPECIALIZADA NA AREA DE CONTABILIDADE PÚBLICA, LICITAÇÕES E CONTRATOS ADMINISTRATIVOS, JUNTO AO FUNDO MUNICIPAL DE SAÚDE";"";"";"Concluído";"";"";""
"14/03/2024";"PML";"003/2024";"Concorrência";"O objeto da presente licitação é a contratação de empresa especializada, no ramo de engenharia, para OBRA DE URBANIZAÇÃO DA ÁREA DA FUTURA INSTALAÇÃO DO CEMITÉRIO DO JENIPAPO, LOCALIZADO NO MUNICÍPIO DE LAGARTO, Estado do Sergipe, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos e no Projeto Básico.";"09/05/2024 09:00";"378.116,29";"Em Andamento";"";"";""
"14/03/2024";"PML";"002/2024";"Concorrência";"O objeto da presente licitação é a contratação de empresa especializada, no ramo de engenharia, para Construção da 3ª ETAPA DA ORLA DA BARRAGEM DIONISO MACHADO, NO MUNICÍPIO DE LAGARTO, Estado do Sergipe, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"08/05/2024 09:00";"10.234.301,62";"Em Andamento";"";"";""
"14/03/2024";"PML";"001/2024";"Concorrência";"O objeto da presente licitação é a contratação de empresa especializada, no ramo de engenharia, para CONSTRUÇÃO DA ESCOLA MUNICIPAL DEP. ROSENDO RIBEIRO FILHO, NO MUNICÍPIO DE LAGARTO, Estado do Sergipe, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"07/05/2024 09:00";"7.240.069,82";"Em Andamento";"";"";""
"18/03/2024";"PML";"005/2024";"Pregão Eletrônico";"O objeto da presente licitação é a escolha da proposta mais vantajosa para Registro de Preços para futura Contratação de Serviços Técnicos Especializados, para fornecimento de Sistema de Gestão Educacional como serviços (SAAS – Software as a Service), com serviços de licenciamento, hospedagem, consultoria, configuração, implantação, treinamento e suporte técnico de sistemas no âmbito da Secretaria de Educação do Município de Lagarto, para provimento de processos educacionais, plataforma de gestão e operação dos macroprocessos da Secretaria para otimização operacional e gerencial das informações e processos, provimento de gestão e análise da satisfação do ecossistema de educação pelos usuários cidadãos, no intuito de integrar, modernizar, promover melhoria contínua e gerar eficiência toda a rede municipal de ensino do município de Lagarto/SE, conforme detalhamentos apresentados abaixo, conforme Anexo I - Termo de Referência, parte integrante do Edital.";"12/04/2024 09:00";"2.179.255,96";"Em Andamento";"";"";""
"13/03/2024";"PML";"004/2024";"Pregão Eletrônico";"Registro de preços constitui objeto da presente licitação a contratação, na modalidade PREGÃO, na forma ELETRÔNICA, com critério de julgamento menor preço por item, objetivando a Registro de Preços para futuras e eventuais locação de Trio Elétrico de Grande Porte, Trio Elétrico de Pequeno porte e carro de som deste Município, conforme especificações técnicas constantes do anexo I deste Edital que integra o sistema de Registro de Preços, para suprir as necessidades do Município de Lagarto, conforme Anexo I - Termo de Referência, parte integrante do Edital.";"27/03/2024 09:00";"1.121.893,11";"Em Andamento";"";"";""
"05/03/2024";"FMAS";"001/2024";"Chamada Pública";"Aquisição de Gêneros Alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural para atender as necessidades do Fundo de Assistência Social de Social, destinados ao consumo de pessoas ou famílias em situações de insegurança alimentar e nutricional e o abastecimento da rede socioassistencial, conforme especificações constantes do Anexo II desta Chamada, nos termos Decreto nº 7775/12, inciso III, alterado pelo Decreto nº 9.214/2017.";"26/03/2024 09:00";"192.035,72";"Em Andamento";"";"";""
"13/12/2023";"PML";"026/2023";"Pregão Eletrônico";"REGISTRO DE PREÇOS para Contratação de empresa especializada no fornecimento de Gasolina Comum e Diesel S-10 para abastecimento da frota de veículos, próprios e locados, bem como as máquinas do Fundo Municipal de Assistência Social – FMAS e do Fundo Municipal do Meio Ambiente – FMMA e da Prefeitura Municipal de Lagarto e demais Secretarias, conforme especificações constantes nesse Termo de Referência que integrará o Sistema de Registro de Preços, nos termos dos Decretos Municipais n° 479/2017.";"20/03/2024 09:00";"7.847.677,32";"Em Andamento";"";"";""
"08/03/2024";"PML";"003/2024";"Pregão Eletrônico";"Registro de Preços para futuro fornecimento parcelado de materiais elétricos para manutenção da rede de iluminação pública deste município, Lagarto/SE, conforme condições, especificações e quantidades estabelecidas no ETP e Termo de Referência.";"20/03/2024 09:00";"3.652.814,00";"Em Andamento";"";"";""
"06/03/2024";"FMAS";"002/2024";"Pregão Eletrônico";"CONTRATAÇÃO DE EMPRESA NO FORNECIMENTO DE GENEROS ALIMENTICIOS (ARROZ E COCO SECO GRANDE), DE PRIMEIRA QUALIDADE, NOS TERMOS DAS ESPECIFICAÇÕES, conforme condições, especificações e quantidades estabelecidas no ETP e Termo de Referência, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"19/03/2024 09:00";"98.025,00";"Em Andamento";"";"";""
